Strategy report
Symbol: /YM:XCBT
Work Time: 11/6/18 4:00 AM - 3/19/19 3:30 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
282;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,079.00;1/2/19 10:15 AM;$1,180.87;$12,746.49;0.0;
283;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,136.00;1/2/19 4:45 PM;;$12,646.49;5.0;
284;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,045.00;1/2/19 6:15 PM;($457.00);$12,289.49;0.0;
285;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,039.00;1/2/19 6:30 PM;;$12,069.49;5.0;
286;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,003.00;1/2/19 11:30 PM;($178.50);$12,110.99;0.0;
287;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$22,964.00;1/3/19 1:00 AM;;$11,840.99;5.0;
288;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$22,930.00;1/3/19 1:15 AM;($169.75);$11,941.24;0.0;
289;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$22,921.00;1/3/19 1:30 AM;;$12,066.24;5.0;
290;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,055.00;1/3/19 3:45 AM;$669.38;$12,610.61;0.0;
291;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$22,957.00;1/3/19 6:30 AM;;$12,530.61;5.0;
292;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,064.00;1/3/19 8:15 AM;$534.13;$13,144.74;0.0;
293;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$22,758.00;1/3/19 11:00 AM;;$13,294.74;5.0;
294;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$22,675.00;1/3/19 7:00 PM;($413.50);$12,731.24;0.0;
295;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$22,921.00;1/4/19 8:45 AM;;$12,821.24;5.0;
296;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$22,983.00;1/4/19 9:00 AM;$309.97;$13,041.22;0.0;
297;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$22,958.00;1/4/19 9:15 AM;;$13,106.22;5.0;
298;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$22,982.00;1/4/19 9:30 AM;$119.32;$13,160.53;0.0;
299;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,467.00;1/7/19 1:30 AM;;$13,170.53;5.0;
300;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,436.00;1/7/19 4:00 AM;($154.75);$13,005.78;0.0;
301;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,440.00;1/7/19 4:15 AM;;$12,825.78;5.0;
302;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,408.00;1/7/19 4:30 AM;($158.50);$12,847.28;0.0;
303;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,400.00;1/7/19 5:15 AM;;$12,897.28;5.0;
304;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,469.00;1/7/19 8:15 AM;$344.13;$13,191.41;0.0;
305;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,397.00;1/7/19 9:45 AM;;$13,031.41;5.0;
306;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,474.00;1/7/19 10:45 AM;$382.55;$13,573.96;0.0;
307;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,553.00;1/8/19 1:00 AM;;$13,613.96;5.0;
308;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,659.00;1/8/19 4:15 AM;$527.52;$14,101.48;0.0;
309;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,597.00;1/8/19 11:00 AM;;$14,286.48;5.0;
310;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,811.00;1/8/19 7:15 PM;$1,069.06;$15,170.55;0.0;
311;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,839.00;1/9/19 2:15 AM;;$15,105.55;5.0;
312;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,818.00;1/9/19 2:45 AM;($106.00);$15,064.55;0.0;
313;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,811.00;1/9/19 3:30 AM;;$15,159.55;5.0;
314;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,865.00;1/9/19 8:15 AM;$270.01;$15,334.56;0.0;
315;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,828.00;1/9/19 11:00 AM;;$15,544.56;5.0;
316;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,940.00;1/9/19 12:00 PM;$557.54;$15,892.10;0.0;
317;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,855.00;1/9/19 3:45 PM;;$15,922.10;5.0;
318;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,806.00;1/9/19 6:30 PM;($244.50);$15,647.60;0.0;
319;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,736.00;1/9/19 8:30 PM;;$15,487.60;5.0;
320;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,711.00;1/10/19 2:15 AM;($125.25);$15,522.35;0.0;
321;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,675.00;1/10/19 4:00 AM;;$15,542.35;5.0;
322;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,763.00;1/10/19 7:30 AM;$441.98;$15,964.33;0.0;
323;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,713.00;1/10/19 10:00 AM;;$16,089.33;5.0;
324;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,788.00;1/10/19 10:30 AM;$375.54;$16,339.87;0.0;
325;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,949.00;1/10/19 8:45 PM;;$16,299.87;5.0;
326;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,922.00;1/10/19 10:15 PM;($134.50);$16,205.37;0.0;
327;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,933.00;1/11/19 5:45 AM;;$16,300.37;5.0;
328;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,906.00;1/11/19 8:15 AM;($134.25);$16,071.12;0.0;
329;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,890.00;1/11/19 8:30 AM;;$16,031.12;5.0;
330;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,861.00;1/11/19 9:30 AM;($146.75);$15,924.37;0.0;
331;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,825.00;1/11/19 10:15 AM;;$15,694.37;5.0;
332;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,789.00;1/11/19 10:30 AM;($182.00);$15,742.37;0.0;
333;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,836.00;1/11/19 10:45 AM;;$15,972.37;5.0;
334;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,963.00;1/11/19 4:00 PM;$634.34;$16,376.71;0.0;
335;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,776.00;1/13/19 9:15 PM;;$16,331.71;5.0;
336;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,755.00;1/14/19 12:45 AM;($104.25);$16,272.46;0.0;
337;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,740.00;1/14/19 1:30 AM;;$16,307.46;5.0;
338;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,787.00;1/14/19 3:45 AM;$234.31;$16,506.77;0.0;
339;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,733.00;1/14/19 5:30 AM;;$16,461.77;5.0;
340;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,800.00;1/14/19 9:45 AM;$335.31;$16,842.08;0.0;
341;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,870.00;1/14/19 4:30 PM;;$16,857.08;5.0;
342;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,929.00;1/14/19 7:30 PM;$294.76;$17,136.85;0.0;
343;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,001.00;1/15/19 2:45 AM;;$17,131.85;5.0;
344;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,982.00;1/15/19 4:00 AM;($94.25);$17,042.60;0.0;
345;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,964.00;1/15/19 4:30 AM;;$16,962.60;5.0;
346;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,941.00;1/15/19 5:00 AM;($115.50);$16,927.10;0.0;
347;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,877.00;1/15/19 7:30 AM;;$16,842.10;5.0;
348;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$23,844.00;1/15/19 8:30 AM;($163.25);$16,763.85;0.0;
349;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$23,948.00;1/15/19 2:45 PM;;$16,873.85;5.0;
350;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,048.00;1/15/19 10:30 PM;$502.20;$17,266.05;0.0;
351;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,040.00;1/16/19 4:30 AM;;$17,231.05;5.0;
352;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,018.00;1/16/19 6:15 AM;($108.00);$17,158.05;0.0;
353;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,019.00;1/16/19 6:30 AM;;$17,108.05;5.0;
354;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,107.00;1/16/19 9:15 AM;$439.10;$17,597.15;0.0;
355;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,154.00;1/16/19 4:30 PM;;$17,652.15;5.0;
356;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,124.00;1/16/19 7:15 PM;($149.75);$17,447.40;0.0;
357;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,088.00;1/16/19 9:00 PM;;$17,362.40;5.0;
358;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,067.00;1/17/19 1:45 AM;($103.00);$17,344.40;0.0;
359;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,064.00;1/17/19 2:15 AM;;$17,304.40;5.0;
360;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,043.00;1/17/19 2:45 AM;($104.25);$17,240.15;0.0;
361;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,042.00;1/17/19 3:00 AM;;$17,245.15;5.0;
362;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,097.00;1/17/19 5:30 AM;$273.12;$17,513.27;0.0;
363;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,391.00;1/18/19 2:30 AM;;$17,538.27;5.0;
364;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,416.00;1/18/19 3:30 AM;$123.45;$17,636.72;0.0;
365;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,401.00;1/18/19 5:45 AM;;$17,686.72;5.0;
366;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,440.00;1/18/19 6:45 AM;$195.90;$17,832.62;0.0;
367;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,596.00;1/20/19 8:30 PM;;$17,987.62;5.0;
368;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,579.00;1/21/19 4:15 AM;($83.75);$17,748.87;0.0;
369;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,571.00;1/21/19 5:15 AM;;$17,788.87;5.0;
370;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,613.00;1/21/19 6:00 PM;$208.79;$17,957.66;0.0;
371;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,560.00;1/21/19 8:00 PM;;$18,012.66;5.0;
372;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,537.00;1/21/19 9:45 PM;($115.75);$17,841.91;0.0;
373;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,535.00;1/21/19 10:00 PM;;$17,866.91;5.0;
374;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,511.00;1/21/19 11:00 PM;($118.75);$17,723.16;0.0;
375;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,510.00;1/22/19 6:45 AM;;$17,788.16;5.0;
376;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,484.00;1/22/19 10:15 AM;($129.50);$17,593.66;0.0;
377;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,522.00;1/22/19 10:30 AM;;$17,578.66;5.0;
378;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,489.00;1/22/19 11:30 AM;($163.75);$17,429.91;0.0;
379;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,396.00;1/22/19 12:45 PM;;$17,359.91;5.0;
380;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,349.00;1/22/19 1:15 PM;($233.25);$17,196.66;0.0;
381;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,298.00;1/22/19 1:30 PM;;$17,206.66;5.0;
382;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,245.00;1/22/19 2:45 PM;($264.50);$16,932.16;0.0;
383;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,409.00;1/23/19 2:45 AM;;$16,877.16;5.0;
384;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,390.00;1/23/19 3:15 AM;($95.00);$16,837.16;0.0;
385;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,381.00;1/23/19 3:30 AM;;$16,967.16;5.0;
386;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,550.00;1/23/19 7:30 AM;$847.12;$17,684.28;0.0;
387;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,362.00;1/23/19 12:30 PM;;$17,809.28;5.0;
388;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,582.00;1/23/19 8:15 PM;$1,101.58;$18,785.86;0.0;
389;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,521.00;1/23/19 9:30 PM;;$18,810.86;5.0;
390;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,572.00;1/24/19 4:30 AM;$255.74;$19,041.61;0.0;
391;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,539.00;1/24/19 9:15 AM;;$18,936.61;5.0;
392;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,504.00;1/24/19 9:45 AM;($175.00);$18,866.61;0.0;
393;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,540.00;1/24/19 10:15 AM;;$19,086.61;5.0;
394;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,491.00;1/24/19 11:15 AM;($247.25);$18,619.36;0.0;
395;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,494.00;1/24/19 11:30 AM;;$18,849.36;5.0;
396;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,431.00;1/24/19 1:15 PM;($317.25);$18,302.11;0.0;
397;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,606.00;1/25/19 3:30 AM;;$18,222.11;5.0;
398;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,612.00;1/25/19 4:00 AM;$29.95;$18,332.06;0.0;
399;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,671.00;1/25/19 2:30 PM;;$18,492.06;5.0;
400;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,643.00;1/27/19 10:00 PM;($139.75);$18,192.31;0.0;
401;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,612.00;1/28/19 1:45 AM;;$18,142.31;5.0;
402;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,596.00;1/28/19 3:15 AM;($82.25);$18,110.06;0.0;
403;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,570.00;1/28/19 3:45 AM;;$18,130.06;5.0;
404;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,546.00;1/28/19 7:45 AM;($118.25);$17,991.81;0.0;
405;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,500.00;1/28/19 9:00 AM;;$17,736.81;5.0;
406;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,474.00;1/28/19 9:15 AM;($131.75);$17,860.06;0.0;
407;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,403.00;1/28/19 10:30 AM;;$17,975.06;5.0;
408;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,353.00;1/28/19 11:45 AM;($252.00);$17,608.06;0.0;
409;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,388.00;1/28/19 7:30 PM;;$17,543.06;5.0;
410;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,401.00;1/29/19 12:00 AM;$63.71;$17,671.77;0.0;
411;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,561.00;1/30/19 2:00 AM;;$17,641.77;5.0;
412;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,628.00;1/30/19 4:45 AM;$337.17;$18,008.95;0.0;
413;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,944.00;1/31/19 5:15 AM;;$17,963.95;5.0;
414;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,919.00;1/31/19 8:30 AM;($124.00);$17,884.95;0.0;
415;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,903.00;1/31/19 8:45 AM;;$17,794.95;5.0;
416;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,875.00;1/31/19 9:15 AM;($139.00);$17,745.95;0.0;
417;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,837.00;1/31/19 10:00 AM;;$17,905.95;5.0;
418;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,983.00;1/31/19 12:00 PM;$729.24;$18,475.18;0.0;
419;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,987.00;2/1/19 12:15 AM;;$18,530.18;5.0;
420;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,030.00;2/1/19 2:15 AM;$217.20;$18,692.38;0.0;
421;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,987.00;2/1/19 7:15 AM;;$18,692.38;5.0;
422;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,967.00;2/1/19 7:45 AM;($102.25);$18,590.13;0.0;
423;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,958.00;2/1/19 8:30 AM;;$19,025.13;5.0;
424;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,038.00;2/1/19 8:45 AM;$402.08;$18,992.22;0.0;
425;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,990.00;2/1/19 2:15 PM;;$18,897.22;5.0;
426;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,021.00;2/4/19 5:00 AM;$152.97;$19,145.18;0.0;
427;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,987.00;2/4/19 8:45 AM;;$19,175.18;5.0;
428;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,962.00;2/4/19 10:30 AM;($127.25);$19,017.93;0.0;
429;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,251.00;2/5/19 1:15 PM;;$19,207.93;5.0;
430;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,355.00;2/5/19 9:30 PM;$518.81;$19,536.74;0.0;
431;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,324.00;2/5/19 11:15 PM;;$19,566.74;5.0;
432;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,313.00;2/6/19 2:15 AM;($52.75);$19,483.99;0.0;
433;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,286.00;2/6/19 3:15 AM;;$19,478.99;5.0;
434;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,273.00;2/6/19 4:15 AM;($66.00);$19,417.99;0.0;
435;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,288.00;2/6/19 10:30 AM;;$19,617.99;5.0;
436;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,361.00;2/6/19 11:00 AM;$364.89;$19,782.88;0.0;
437;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,328.00;2/6/19 4:45 PM;;$19,712.88;5.0;
438;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,306.00;2/6/19 8:15 PM;($110.50);$19,672.38;0.0;
439;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,285.00;2/6/19 8:45 PM;;$19,727.38;5.0;
440;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,272.00;2/7/19 12:30 AM;($62.75);$19,609.63;0.0;
441;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,278.00;2/7/19 2:15 AM;;$19,584.63;5.0;
442;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,267.00;2/7/19 3:00 AM;($55.25);$19,554.38;0.0;
443;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,277.00;2/7/19 3:15 AM;;$19,574.38;5.0;
444;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,298.00;2/7/19 4:15 AM;$103.74;$19,658.12;0.0;
445;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,177.00;2/7/19 6:45 AM;;$19,618.12;5.0;
446;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,241.00;2/7/19 10:30 AM;$318.93;$19,977.05;0.0;
447;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,015.00;2/7/19 12:15 PM;;$20,012.05;5.0;
448;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,135.00;2/7/19 3:45 PM;$598.74;$20,575.80;0.0;
449;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,045.00;2/7/19 8:30 PM;;$20,580.80;5.0;
450;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,025.00;2/7/19 11:45 PM;($99.00);$20,476.80;0.0;
451;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,024.00;2/8/19 3:00 AM;;$20,556.80;5.0;
452;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,052.00;2/8/19 3:45 AM;$140.64;$20,617.43;0.0;
453;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,000.00;2/8/19 7:30 AM;;$20,612.43;5.0;
454;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,972.00;2/8/19 10:00 AM;($140.75);$20,476.68;0.0;
455;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,956.00;2/8/19 10:45 AM;;$20,236.68;5.0;
456;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,922.00;2/8/19 11:00 AM;($172.25);$20,304.43;0.0;
457;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,902.00;2/8/19 11:45 AM;;$20,459.43;5.0;
458;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,063.00;2/8/19 4:00 PM;$804.61;$21,109.05;0.0;
459;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,027.00;2/11/19 12:45 AM;;$21,189.05;5.0;
460;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,067.00;2/11/19 3:15 AM;$200.03;$21,309.07;0.0;
461;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,127.00;2/11/19 9:45 AM;;$21,119.07;5.0;
462;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,100.00;2/11/19 10:00 AM;($135.00);$21,174.07;0.0;
463;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,075.00;2/11/19 10:45 AM;;$21,084.07;5.0;
464;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,040.00;2/11/19 11:15 AM;($176.50);$20,997.57;0.0;
465;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,013.00;2/11/19 2:30 PM;;$21,032.57;5.0;
466;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,051.00;2/11/19 7:15 PM;$191.22;$21,188.80;0.0;
467;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,494.00;2/13/19 3:00 AM;;$21,108.80;5.0;
468;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,482.00;2/13/19 3:15 AM;($60.00);$21,128.80;0.0;
469;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,493.00;2/13/19 3:30 AM;;$21,133.80;5.0;
470;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,479.00;2/13/19 4:30 AM;($68.75);$21,060.05;0.0;
471;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,446.00;2/13/19 5:15 AM;;$21,025.05;5.0;
472;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,506.00;2/13/19 9:00 AM;$301.06;$21,361.10;0.0;
473;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,384.00;2/14/19 10:00 AM;;$21,506.10;5.0;
474;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,353.00;2/14/19 9:30 PM;($156.25);$21,204.85;0.0;
475;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,336.00;2/14/19 10:15 PM;;$21,244.85;5.0;
476;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,320.00;2/15/19 1:45 AM;($81.25);$21,123.60;0.0;
477;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,326.00;2/15/19 2:15 AM;;$20,993.60;5.0;
478;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,311.00;2/15/19 2:30 AM;($74.00);$21,049.60;0.0;
479;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,902.00;2/18/19 3:15 AM;;$21,009.60;5.0;
480;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,887.00;2/18/19 3:45 AM;($74.75);$20,974.85;0.0;
481;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,859.00;2/18/19 5:00 AM;;$21,019.85;5.0;
482;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,917.00;2/18/19 9:00 PM;$288.24;$21,263.09;0.0;
483;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,878.00;2/19/19 12:15 AM;;$21,253.09;5.0;
484;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,866.00;2/19/19 3:45 AM;($61.00);$21,202.09;0.0;
485;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,889.00;2/19/19 4:00 AM;;$20,997.09;5.0;
486;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,874.00;2/19/19 4:15 AM;($77.50);$21,124.59;0.0;
487;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,849.00;2/19/19 5:00 AM;;$21,069.59;5.0;
488;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,829.00;2/19/19 6:30 AM;($99.25);$21,025.34;0.0;
489;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,803.00;2/19/19 7:00 AM;;$21,110.34;5.0;
490;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,866.00;2/19/19 9:45 AM;$313.38;$21,338.73;0.0;
491;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,884.00;2/19/19 4:30 PM;;$21,348.73;5.0;
