Strategy report
Symbol: /YM:XCBT
Work Time: 11/6/18 4:00 AM - 3/19/19 3:30 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
394;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,309.00;2/6/19 6:15 AM;($73.17);$5,373.69;0.0;
395;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,288.00;2/6/19 10:30 AM;;$5,573.69;5.0;
396;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,338.00;2/6/19 11:00 AM;$249.57;$5,623.26;0.0;
397;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,328.00;2/6/19 4:45 PM;;$5,553.26;5.0;
398;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,292.00;2/7/19 1:45 AM;($181.12);$5,442.14;0.0;
399;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,278.00;2/7/19 2:15 AM;;$5,417.14;5.0;
400;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,288.00;2/7/19 4:00 AM;$51.68;$5,493.82;0.0;
401;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,177.00;2/7/19 6:45 AM;;$5,453.82;5.0;
402;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,210.00;2/7/19 10:15 AM;$162.75;$5,656.57;0.0;
403;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,015.00;2/7/19 12:15 PM;;$5,691.57;5.0;
404;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,096.00;2/7/19 3:45 PM;$406.37;$6,062.94;0.0;
405;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,045.00;2/7/19 8:30 PM;;$6,067.94;5.0;
406;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,039.00;2/8/19 2:15 AM;($27.82);$6,035.12;0.0;
407;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,024.00;2/8/19 3:00 AM;;$6,115.12;5.0;
408;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,037.00;2/8/19 3:15 AM;$65.10;$6,100.22;0.0;
409;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,000.00;2/8/19 7:30 AM;;$6,095.22;5.0;
410;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,048.00;2/8/19 9:45 AM;$239.83;$6,340.05;0.0;
411;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$24,956.00;2/8/19 10:45 AM;;$6,100.05;5.0;
412;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,004.00;2/8/19 1:15 PM;$238.64;$6,578.69;0.0;
413;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,027.00;2/11/19 12:45 AM;;$6,658.69;5.0;
414;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,056.00;2/11/19 1:45 AM;$145.22;$6,723.91;0.0;
415;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,127.00;2/11/19 9:45 AM;;$6,533.91;5.0;
416;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,027.00;2/11/19 1:45 PM;($500.00);$6,223.91;0.0;
417;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,013.00;2/11/19 2:30 PM;;$6,258.91;5.0;
418;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,038.00;2/11/19 7:15 PM;$125.86;$6,349.78;0.0;
419;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,494.00;2/13/19 3:00 AM;;$6,269.78;5.0;
420;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,493.00;2/13/19 7:15 AM;($2.82);$6,346.96;0.0;
421;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,384.00;2/14/19 10:00 AM;;$6,491.96;5.0;
422;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,536.00;2/14/19 12:30 PM;$761.18;$7,108.14;0.0;
423;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,420.00;2/14/19 6:15 PM;;$7,123.14;5.0;
424;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,320.00;2/15/19 12:30 AM;($500.00);$6,608.14;0.0;
425;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,326.00;2/15/19 2:15 AM;;$6,478.14;5.0;
426;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,339.00;2/15/19 4:00 AM;$62.91;$6,671.05;0.0;
427;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,915.00;2/18/19 3:15 AM;$67.44;$6,778.48;-5.0;
428;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,902.00;2/18/19 3:15 AM;;$6,738.48;0.0;
429;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,894.00;2/18/19 3:30 AM;;$6,688.48;5.0;
430;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,909.00;2/18/19 6:15 AM;$72.91;$6,811.40;0.0;
431;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,894.00;2/18/19 11:00 AM;;$6,806.40;5.0;
432;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,907.00;2/18/19 12:30 PM;$63.57;$6,874.97;0.0;
433;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,908.00;2/18/19 6:00 PM;$54.33;$6,904.29;-5.0;
434;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,897.00;2/18/19 6:00 PM;;$6,929.29;0.0;
435;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,874.00;2/18/19 7:15 PM;;$7,019.29;5.0;
436;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,905.00;2/18/19 7:45 PM;$154.24;$7,083.54;0.0;
437;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,878.00;2/19/19 12:15 AM;;$7,073.54;5.0;
438;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,895.00;2/19/19 2:45 AM;$85.07;$7,168.61;0.0;
439;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,890.00;2/19/19 3:30 AM;$38.50;$7,292.11;-5.0;
440;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,882.00;2/19/19 3:30 AM;;$7,207.11;0.0;
441;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,889.00;2/19/19 4:00 AM;$0.36;$7,412.47;-5.0;
442;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,889.00;2/19/19 4:00 AM;;$7,207.47;0.0;
443;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,849.00;2/19/19 5:00 AM;;$7,152.47;5.0;
444;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,847.00;2/19/19 9:45 AM;($8.31);$7,199.17;0.0;
445;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,884.00;2/19/19 4:30 PM;;$7,209.17;5.0;
446;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,916.00;2/19/19 9:15 PM;$159.25;$7,358.41;0.0;
447;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,854.00;2/19/19 11:00 PM;;$7,368.41;5.0;
448;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,887.00;2/20/19 2:15 AM;$165.75;$7,524.17;0.0;
449;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,859.00;2/20/19 5:15 AM;;$7,444.17;5.0;
450;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,867.00;2/20/19 9:00 AM;$40.32;$7,564.49;0.0;
451;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,891.00;2/20/19 2:30 PM;;$7,809.49;5.0;
452;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,930.00;2/20/19 2:45 PM;$196.54;$7,761.03;0.0;
453;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,942.00;2/20/19 8:45 PM;;$7,796.03;5.0;
454;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,972.00;2/20/19 10:00 PM;$148.47;$7,909.50;0.0;
455;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,997.00;2/21/19 4:30 AM;;$7,889.50;5.0;
456;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,897.00;2/21/19 9:30 AM;($500.00);$7,409.50;0.0;
457;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,866.00;2/21/19 10:00 AM;;$7,289.50;5.0;
458;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,907.00;2/21/19 1:15 PM;$205.94;$7,615.44;0.0;
459;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,821.00;2/21/19 2:45 PM;;$7,395.44;5.0;
460;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,849.00;2/21/19 8:00 PM;$139.55;$7,754.99;0.0;
461;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,826.00;2/21/19 10:15 PM;;$7,749.99;5.0;
462;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,834.00;2/22/19 12:45 AM;$40.27;$7,795.26;0.0;
463;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,956.00;2/22/19 9:45 AM;$140.67;$7,820.93;-5.0;
464;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,928.00;2/22/19 9:45 AM;;$7,935.93;0.0;
465;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,955.00;2/22/19 3:15 PM;;$8,095.93;5.0;
466;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,024.00;2/22/19 4:00 PM;$346.83;$8,282.76;0.0;
467;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$26,068.00;2/24/19 11:45 PM;;$8,327.76;5.0;
468;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,085.00;2/25/19 1:45 AM;$86.96;$8,369.72;0.0;
469;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$26,163.00;2/25/19 1:00 PM;;$8,354.72;5.0;
470;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,063.00;2/25/19 6:30 PM;($500.00);$7,869.72;0.0;
471;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$26,021.00;2/25/19 8:45 PM;;$7,839.72;5.0;
472;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,029.00;2/26/19 1:00 AM;$38.63;$7,908.35;0.0;
473;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,993.00;2/26/19 4:45 AM;;$8,038.35;5.0;
474;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,037.00;2/26/19 6:00 AM;$221.00;$8,129.35;0.0;
475;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,985.00;2/26/19 6:45 AM;;$8,214.35;5.0;
476;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,024.00;2/26/19 10:15 AM;$196.22;$8,325.57;0.0;
477;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$26,055.00;2/26/19 4:00 PM;;$8,215.57;5.0;
478;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,063.00;2/27/19 12:30 AM;$38.12;$8,363.69;0.0;
479;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$26,017.00;2/27/19 1:30 AM;;$8,163.69;5.0;
480;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,979.00;2/27/19 7:15 AM;($187.80);$8,175.89;0.0;
481;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,935.00;2/27/19 10:45 AM;;$8,055.89;5.0;
482;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,999.00;2/27/19 1:15 PM;$319.38;$8,495.27;0.0;
483;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,920.00;2/28/19 2:00 AM;;$8,455.27;5.0;
484;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,960.00;2/28/19 4:45 AM;$201.73;$8,697.01;0.0;
485;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,958.00;2/28/19 10:30 AM;;$8,672.01;5.0;
486;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,992.00;2/28/19 10:45 AM;$171.29;$8,868.29;0.0;
487;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,939.00;2/28/19 11:00 AM;;$8,828.29;5.0;
488;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,949.00;2/28/19 8:15 PM;$48.12;$8,916.41;0.0;
489;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,972.00;3/1/19 11:30 AM;;$8,836.41;5.0;
490;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,051.00;3/1/19 2:30 PM;$394.85;$9,311.26;0.0;
491;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$26,132.00;3/4/19 1:30 AM;;$9,346.26;5.0;
492;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,120.00;3/4/19 7:15 AM;($62.05);$9,249.21;0.0;
493;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$26,086.00;3/4/19 10:00 AM;;$9,064.21;5.0;
494;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,986.00;3/4/19 11:15 AM;($500.00);$8,749.21;0.0;
495;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,658.00;3/4/19 12:45 PM;;$8,744.21;5.0;
496;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,839.00;3/4/19 4:00 PM;$905.06;$9,654.27;0.0;
497;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,758.00;3/4/19 9:00 PM;;$9,709.27;5.0;
498;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,809.00;3/4/19 10:15 PM;$253.82;$9,908.09;0.0;
499;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,829.00;3/5/19 7:30 AM;;$9,873.09;5.0;
500;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,841.00;3/5/19 11:45 AM;$62.19;$9,970.28;0.0;
501;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,783.00;3/5/19 6:15 PM;;$10,005.28;5.0;
502;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,773.00;3/6/19 2:00 AM;($51.45);$9,918.84;0.0;
503;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,769.00;3/6/19 8:15 AM;;$9,873.84;5.0;
504;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,787.00;3/6/19 8:45 AM;$92.25;$10,011.08;0.0;
505;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,748.00;3/6/19 11:15 AM;;$9,831.08;5.0;
506;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,648.00;3/6/19 1:00 PM;($500.00);$9,511.08;0.0;
507;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,639.00;3/6/19 7:00 PM;;$9,476.08;5.0;
508;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,593.00;3/7/19 6:30 AM;($232.39);$9,278.69;0.0;
509;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,435.00;3/7/19 11:30 PM;;$9,388.69;5.0;
510;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,444.00;3/8/19 4:15 AM;$46.28;$9,324.97;0.0;
511;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,389.00;3/8/19 5:30 AM;;$9,399.97;5.0;
512;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,289.00;3/8/19 9:15 AM;($500.00);$8,824.97;0.0;
513;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,292.00;3/8/19 9:30 AM;;$8,989.97;5.0;
514;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,401.00;3/8/19 10:45 AM;$542.99;$9,367.96;0.0;
515;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,435.00;3/11/19 2:30 AM;;$9,397.96;5.0;
516;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,442.00;3/11/19 3:00 AM;$37.39;$9,405.35;0.0;
517;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,427.00;3/11/19 3:15 AM;;$9,480.35;5.0;
518;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,327.00;3/11/19 5:15 AM;($500.00);$8,905.35;0.0;
519;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,346.00;3/11/19 5:30 AM;;$8,935.35;5.0;
520;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,377.00;3/11/19 10:00 AM;$156.16;$9,061.51;0.0;
521;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,760.00;3/12/19 2:15 AM;;$8,986.51;5.0;
522;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,660.00;3/12/19 6:30 AM;($500.00);$8,561.51;0.0;
523;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,609.00;3/12/19 7:30 AM;;$8,551.51;5.0;
524;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,671.00;3/12/19 10:30 AM;$311.24;$8,872.75;0.0;
525;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,588.00;3/12/19 11:15 AM;;$8,852.75;5.0;
526;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,638.00;3/12/19 2:30 PM;$251.61;$9,124.37;0.0;
527;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,589.00;3/12/19 3:30 PM;;$9,224.37;5.0;
528;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,617.00;3/12/19 4:00 PM;$140.77;$9,265.14;0.0;
529;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,572.00;3/12/19 7:45 PM;;$9,340.14;5.0;
530;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,551.00;3/13/19 1:45 AM;($107.26);$9,157.88;0.0;
531;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,693.00;3/13/19 2:45 PM;;$9,092.88;5.0;
532;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,781.00;3/13/19 4:45 PM;$437.67;$9,595.55;0.0;
533;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,751.00;3/13/19 9:45 PM;;$9,605.55;5.0;
534;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,738.00;3/14/19 4:00 AM;($66.07);$9,529.48;0.0;
535;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,816.00;3/15/19 4:00 AM;;$9,449.48;5.0;
536;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,826.00;3/15/19 5:15 AM;$51.53;$9,581.01;0.0;
537;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,807.00;3/15/19 9:15 AM;;$9,561.01;5.0;
538;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,707.00;3/15/19 10:45 AM;($500.00);$9,081.01;0.0;
539;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,724.00;3/15/19 11:00 AM;;$9,481.01;5.0;
540;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,876.00;3/15/19 12:00 PM;$762.33;$9,843.34;0.0;
541;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,854.00;3/17/19 6:30 PM;;$9,848.34;5.0;
542;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,876.00;3/17/19 10:30 PM;$112.43;$9,955.78;0.0;
543;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,913.00;3/18/19 3:45 AM;;$9,885.78;5.0;
544;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,866.00;3/18/19 9:45 AM;($236.05);$9,719.73;0.0;
545;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,832.00;3/18/19 11:45 AM;;$9,794.73;5.0;
546;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,887.00;3/18/19 1:00 PM;$274.15;$9,993.88;0.0;
547;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$25,993.00;3/19/19 2:45 AM;;$10,023.88;5.0;
548;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,997.00;3/19/19 3:00 AM;$19.42;$10,013.29;0.0;
549;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$26,030.00;3/19/19 10:00 AM;;$10,203.29;5.0;
550;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$26,074.00;3/19/19 11:30 AM;$220.00;$10,233.30;0.0;
551;BB_Auto_Reversion_V1_2;Buy to Open;1;5.0;$26,043.00;3/19/19 1:00 PM;;$10,263.30;5.0;
552;BB_Auto_Reversion_V1_2;Sell to Close;-1;-5.0;$25,943.00;3/19/19 3:30 PM;($500.00);$9,733.30;0.0;


Max trade P/L: $1,450.68;

Total P/L: $9,733.30;

Total order(s): 276;
